id,author,title,year,journal,doi,pmid,abstract
11,"Kouyoumjian S.P., Chemaitelly H., Abu-Raddad L.J.","Characterizing hepatitis C virus epidemiology in Egypt: Systematic reviews, meta-analyses, and meta-regressions",2018,Scientific Reports,10.1038/s41598-017-17936-4,29374178,"Egypt is the most affected nation by hepatitis C virus (HCV) and needs a comprehensive characterization of HCV epidemiology to inform the scale-up of treatment and prevention programs. Systematic reviews, meta-analyses, and meta-regressions were conducted. A total of 25 incidence, 259 prevalence, and 47 genotype studies were identified. Incidence and prevalence levels were high across all populations. Genotype 4 accounted for 94.1% of infections with a relative Shannon Diversity Index of only 14.4%. Pooled mean HCV prevalence was estimated at 11.9% (95% CI = 11.1-12.6%) among the general population, 55.6% (95% CI = 49.4-61.7%) among populations at high risk, 14.3% (95% CI = 10.3-18.8%) among populations at intermediate risk, 56.0% (95% CI = 50.4-61.6%) among populations with liver-related conditions, and 35.0% (95% CI = 27.3-43.1%) among special clinical populations. Mean HCV viremic rate was estimated at 66.7% (95% CI = 61.7-71.5%). Meta-regression indicated 6% lower odds for HCV prevalence for each one-year increment in publication year (AOR = 0.94; 95% CI = 0.92-0.96). HCV prevalence is high with evidence for ongoing transmission mainly through healthcare. Genotype diversity is low with genotype 4 dominance. Two-thirds of antibody-positive Egyptians are chronically infected and need treatment. Clinical populations should be prioritized for screening. Despite the large-scale epidemic, prevalence appears to be declining rapidly consistent with a contracting epidemic. ? 2018 The Author(s)."
12,"Kelly C.D., Stoehr A.M., Nunn C., Smyth K.N., Prokop Z.M.",Sexual dimorphism in immunity across animals: a meta-analysis,2018,Ecology Letters,10.1111/ele.13164,30288910,"In animals, sex differences in immunity are proposed to shape variation in infection prevalence and intensity among individuals in a population, with females typically expected to exhibit superior immunity due to life-history trade-offs. We performed a systematic meta-analysis to investigate the magnitude and direction of sex differences in immunity and to identify factors that shape sex-biased immunocompetence. In addition to considering taxonomic and methodological effects as moderators, we assessed age-related effects, which are predicted to occur if sex differences in immunity are due to sex-specific resource allocation trade-offs with reproduction. In a meta-analysis of 584 effects from 124 studies, we found that females exhibit a significantly stronger immune response than do males, but the effect size is relatively small, and became non-significant after controlling for phylogeny. Female-biased immunity was more pronounced in adult than immature animals. More recently published studies did not report significantly smaller effect sizes. Among taxonomic and methodological subsets of the data, some of the largest effect sizes were in insects, further supporting previous suggestions that testosterone is not the only potential driver of sex differences in immunity. Our findings challenge the notion of pervasive biases towards female-biased immunity and the role of testosterone in driving these differences. ? 2018 John Wiley & Sons Ltd/CNRS"
13,"Attini R., Kooij I., Montersino B., Fassio F., Gerbino M., Biolcati M., Versino E., Todros T., Piccoli G.B.",Reflux nephropathy and the risk of preeclampsia and of other adverse pregnancy-related outcomes: a systematic review and meta-analysis of case series and reports in the new millennium,2018,Journal of Nephrology,10.1007/s40620-018-0515-1,30066252,"Background: Reflux nephropathy is a common urinary tract malformation, and a substantial cause of morbidity in women of childbearing age. While recent studies provide further new information on pregnancy-related outcomes, their results are heterogeneous and a systematic meta-analysis may help the interpretation. The aim of this review was to analyze pregnancy-related outcomes in the recent literature on reflux nephropathy (2000–2016), to perfect the estimation of risks, and to identify specific research needs. Methods: We searched Medline, EMBASE and the Cochrane review databases for the period 2000–2016 (PROSPERO registration no. 42016042713). Selection criteria: all case series and case reports dealing with reflux nephropathy and reporting on at least one pregnancy outcome. Data were extracted from eligible case series (? 6 cases). For the outcomes preeclampsia (PE), pregnancy-induced hypertension (PIH), preterm birth, and newborns small for gestational age, we employed as a control group the low-risk pregnancies from a multicenter database including 1418 live-born singletons. Case reports were analyzed narratively. Results: The search retrieved 2507 papers, of which 7 case series and 4 case reports were retained. The series report on 434 women with 879 pregnancies; no study reported controls. Compared to the low-risk controls, the meta-analysis showed an increased risk of PIH (odds ratio, OR 5.55; confidence interval, CI 3.56–8.66), PE (OR 6.04; CI 2.41–15.13), and all hypertensive disorders combined (OR 10.43; CI 6.90–15.75). No difference was observed in preterm delivery and caesarean sections. A higher incidence of stillbirth was reported in one paper. Conversely, the 4 case reports (on 10 pregnancies) alert us to a potentially severe complication, hydro(uretero)nephrosis with or without infection. Conclusion: Reflux nephropathy is associated with an increased risk of PIH and PE, but not of preterm delivery, suggesting the occurrence of late ‘maternal’ PE. The finding of a higher incidence of stillbirths in one series requires further analysis. Strict follow-up of these women is needed, in particular in late pregnancy stages, to avoid and manage in particular hypertensive pregnancy complications. ? 2018, Italian Society of Nephrology."
14,"Ebhodaghe F., Ohiolei J.A., Isaac C.",A systematic review and meta-analysis of small ruminant and porcine trypanosomiasis prevalence in sub-Saharan Africa (1986 to 2018),2018,Acta Tropica,10.1016/j.actatropica.2018.08.034,30179607,"The appraisal of the disease burden of African animal trypanosomiasis (AAT) in some livestock at country level could invite a re-evaluation of trypanosomiasis-control strategy. This study thus estimates small ruminant and porcine trypanosomiasis prevalence in sub-Saharan African countries. It also describes Trypanosoma species prevalence in small ruminants and pigs and attempts identification of factors explaining between-study variations in prevalence. Articles reporting animal trypanosomiasis prevalence in sheep, goats, and pigs in countries within sub-Saharan Africa were retrieved from different databases (PubMed, Science Direct, Google Scholar, and African Journal Online) and reference lists of relevant literatures. A total of 85 articles from 13 countries published between 1986 and 2018 were included in the analysis. Overall random-effects meta-analytic mean prevalence estimates were: 7.67% (95% CI: 5.22–10.49), 5.84% (95% CI: 3.81–8.23), and 19.46% (95% CI: 14.61–24.80) respectively, for sheep, goats, and pigs with substantial heterogeneity (I2 = &gt;95.00%. p &lt; 0.0001) noted between studies. Ovine, caprine, and porcine prevalence were highest in Tanzania (91.67%. 95% CI: 76.50–99.84), Equatorial Guinea (27%. 95% CI: 0–81.09), and Cameroon (47%. 95% CI: 29.67–66.06), respectively. Trypanosoma brucei s. l., T. vivax, and T. congolense were the most prevalent in the livestock. Trypanosoma brucei subspecies (T. b. gambiense and T. b. rhodesiense) occurred in all three livestock being mostly prevalent in pigs. Country of study was a significant predictor of trypanosomiasis prevalence in each livestock in addition to time and sample size for caprine hosts, diagnostic technique for both caprine and ovine hosts, and sample size for porcine hosts. The pattern of animal trypanosomiasis prevalence in the studied livestock reflects their susceptibility to trypanosomal infections and tsetse fly host feeding preferences. In conclusion, sheep, goats, and especially pigs are reservoirs of human infective trypanosomes in sub-Saharan Africa; consequently, their inclusion in sleeping sickness control programmes could enhance the goal of the disease elimination. ? 2018 Elsevier B.V."
15,"Wei M., Rong C., Zhao J., Liu X., Yang F., Zeng J.",Role of SDF-1 3′A polymorphism in HIV-1 disease progression: A systematic review and meta-analysis,2018,Gene,10.1016/j.gene.2018.07.058,30053458,"Background: Chemokine stromal cell-derived factor 1(SDF-1) 3′A polymorphism has been reported to influence HIV-1 disease pathogenesis and progression, but the results remain controversial. Objectives: A meta-analysis was carried out to evaluate their association. Methods: Comprehensive literature search of Pubmed, Web of Science and China National Knowledge Infrastructure was conducted. The strength of association between SDF-1 3′A polymorphism and HIV-1 progression was evaluated using the pooled ORs and 95%CIs calculated under different comparison models. Subgroup analyses, heterogeneity, Galbraith plot analyses and test for publication bias were also carried out. Results: Our result showed that when compared with the typical progressors, the GA + AA and GA genotype of SDF-1 3′A polymorphism was found positively associated with the long-term non-progressors (LTNP) in the Caucasian HIV-1 infectors (GA + AA vs. GG, OR = 1.49, 95% CI: 1.02–2.18, p = 0.040; GA vs. GG, OR = 1.58, 95% CI: 1.06–2.35, p = 0.024), while AA genotype was found significantly higher in Asian LTNPs (AA vs. GG + GA, OR = 3.32, 95% CI: 1.25–8.85, p = 0.016). Conclusions: Our result suggested that HIV-1 infectors with SDF-1 3′A polymorphism have a higher chance of developing late AIDS than infectors with the SDF-1 GG genotype. ? 2018 Elsevier B.V."
16,"Bai J., Wang Y., Zhang P., Liu M., Wang P., Wang J., Liang Y.",Efficacy and safety of 3D print-assisted surgery for the treatment of pilon fractures: a meta-analysis of randomized controlled trials,2018,Journal of orthopaedic surgery and research,10.1186/s13018-018-0976-x,30419933,"OBJECTIVE: To compare the effects of 3D print-assisted surgery and conventional surgery in the treatment of pilon fractures. METHODS: PubMed, Embase, Web of Science, CNKI, CBM, and WanFang data were searched until July 2018. Two reviewers selected relevant studies, assessed the quality of studies, and extracted data. For continuous data, a weighted mean difference (WMD) and 95% confidence intervals (CI) were used. For dichotomous data, a relative risk (RR) and 95% CI were calculated as the summary statistics. RESULTS: There were seven randomized controlled trials (RCT) enrolling a total of 486 patients, 242 patients underwent 3D print-assisted surgery and 244 patients underwent conventional surgery. The pooled outcomes demonstrate 3D print-assisted surgery was superior to conventional surgery in terms of operation time [WMD?=?-?26.16, 95% CI (-?33.19, -?19.14), P?<?0.001], blood loss [WMD?=?-?63.91, 95% CI (-?79.55, -?48.27), P?<?0.001], postoperative functional scores [WMD?=?8.16, 95% CI (5.04, 11.29), P?<?0.001], postoperative visual analogue score (VAS) [WMD?=?-?0.59, 95% CI (-?1.18, -?0.01), P?=?0.05], rate of excellent and good outcome [RR?=?1.20, 95% CI (1.07, 1.34), P?=?0.002], and rate of anatomic reduction [RR?=?1.35, 95% CI (1.19, 1.53), P?<?0.001]. However, there was no significant difference between the groups regarding the rate of infection [RR?=?0.51, 95% CI (0.20, 1.31), P?=?0.16], fracture union time [WMD?=?-?0.85, 95% CI (-?1.79, 0.08), P?=?0.07], traumatic arthritis [RR?=?0.34, 95% CI (0.06, 2.09), P?=?0.24], and malunion [RR?=?0.34, 95% CI (0.06, 2.05), P?=?0.24]. CONCLUSIONS: Our meta-analysis demonstrates 3D print-assisted surgery was significantly better than conventional surgery in terms of operation time, blood loss, postoperative functional score, postoperative VAS, rate of excellent and good outcome, and rate of anatomic reduction. Concerning postoperative complications, there were no significant differences between the groups."
17,"Bian T., Shao H., Zhou Y., Huang Y., Song Y.",Tests for predicting reimplantation success of two-stage revision for periprosthetic joint infection: A systematic review and meta-analysis [Tests pr?dictifs du succ?s de la reprise en deux temps pour infection p?riproth?tique. Revue syst?matique et m?ta-analyse],2018,Revue de Chirurgie Orthopedique et Traumatologique,10.1016/j.rcot.2018.07.005,,"Background: Several tests are used before reimplantation to detect persistent infection in patients with periprosthetic joint infection (PJI) undergoing two-stage revision. However, there is no consensus as to the optimal tests for excluding persistent infection or predicting successful reimplantation by stage. We aimed to determine the accuracy of different tests used to detect persistent infection after the first stage, and/or predicting failure following reimplantation in patients with PJI. Methods: We conducted a systematic review and meta-analysis of PubMed, Embase, and the Cochrane Library databases. Two reviewers independently conducted quality assessments and data extractions to estimate pooled sensitivity and specificity, diagnostic odds ratio, and area under the receiver operating characteristic curves (AUSROC) for each test. Results: We included 24 studies published between May 1999 and September 2017. Synovial fluid polymorphonuclear neutrophils (PMN)% had the highest sensitivity of 0.70, followed by serum erythrocyte sedimentation rate (0.57), and spacer sonication fluid culture (0.53). Synovial fluid culture had the highest specificity of 0.97, followed by frozen section (0.93), and the Musculoskeletal Infection Society criteria (0.92). Spacer sonication fluid culture was the most accurate test with an AUSROC of 0.8089, followed by synovial fluid culture (0.7749), and frozen section (0.7819). Discussion: Spacer sonication fluid culture had a relatively high diagnostic accuracy. We emphasize that no test can be used alone to exclude persistent infection beyond the first stage, and/or predict failed reimplantation beyond the second stage. Level of evidence: II, systematic review and meta-analysis of level 2 to level 4 studies with inconsistent results. ? 2018 Elsevier Masson SAS"
18,"Kang S.I., Oh H.-K., Kim M.H., Kim M.J., Kim D.-W., Kim H.J., Kang S.-B.",Systematic review and meta-analysis of randomized controlled trials of the clinical effectiveness of impervious plastic wound protectors in reducing surgical site infections in patients undergoing abdominal surgery,2018,Surgery (United States),10.1016/j.surg.2018.05.024,30098815,"Background: Surgical site infections are a common postoperative complication after abdominal surgery. Although impervious plastic wound protectors have been used in surgery to reduce surgical site infection rates, the effectiveness of impervious plastic wound protectors for reduction of surgical site infections remains unclear. This study aimed to determine the clinical effectiveness of impervious plastic wound protectors in reducing surgical site infection rates after abdominal surgery. Methods: A systematic review of the PubMed, Embase, and Cochrane Library databases was performed to identify randomized clinical trials evaluating surgical site infection risk after abdominal surgeries with and without the use of impervious plastic wound protectors. The outcome of interest was a well-specified, clinically based definition of surgical site infections. No language or time restrictions were applied. The pooled risk ratio was estimated with random-effect meta-analysis. The quality assessment of the studies and the quantitative analyses were performed in line with the principles of the Cochrane Collaboration. Results: Of the 400 studies identified, 14 randomized controlled trials representing 2,684 patients were included in this review. The pooled risk ratio under a random-effects model was 0.70 (95% confidence interval, 0.51–0.96; I2, 56.8%), indicating a potentially significant benefit from impervious plastic wound protector use. There was a significant trend toward greater protective effect in studies using a dual ring protector (relative risk = 0.31; 95% confidence interval, 0.15–0.58), rather than a single ring protector (relative risk = 0.84; 95% confidence interval, 0.71–1.00). There was no significant between-study heterogeneity or publication bias. Conclusion: This study suggests that impervious plastic wound protectors are efficient in reducing surgical site infection rates in patients undergoing abdominal surgery. ? 2018 Elsevier Inc."
19,"Kenmoe S., Bigna J.J., Well E.A., Simo F.B.N., Penlap V.B., Vabret A., Njouom R.",Prevalence of human respiratory syncytial virus infection in people with acute respiratory tract infections in Africa: A systematic review and meta-analysis,2018,Influenza and other Respiratory Viruses,10.1111/irv.12584,29908103,"Aim: The epidemiology of human respiratory syncytial virus (HRSV) infection has not yet been systematically investigated in Africa. This systematic review and meta-analysis are to estimate the prevalence of HRSV infections in people with acute respiratory tract infections (ARTI) in Africa. Method: We searched PubMed, EMBASE, Africa Journal Online, and Global Index Medicus to identify observational studies published from January 1, 2000, to August 1, 2017. We used a random-effects model to estimate the prevalence across studies. Heterogeneity (I2) was assessed via the chi-square test on Cochran's Q statistic. Review registration: PROSPERO CRD42017076352. Results: A total of 67 studies (154?000 participants) were included. Sixty (90%), seven (10%), and no studies had low, moderate, and high risk of bias, respectively. The prevalence of HRSV infection varied widely (range 0.4%-60.4%). The pooled prevalence was 14.6% (95% CI 13.0-16.4, I2?=?98.8%). The prevalence was higher in children (18.5%; 95% CI 15.8-21.5) compared to adults (4.0%; 95% CI 2.2-6.1) and in people with severe respiratory tract infections (17.9%; 95% CI 15.8-20.1) compared to those with benign forms (9.4%; 95% CI 7.4-11.5); P-values &lt;0.0001. The HRSV prevalence was not associated with sex, subregion in Africa, setting, altitude, latitude, longitude, and seasonality. Conclusion: This study suggests a high prevalence of HRSV in people with ARTI in Africa, particularly among children and people with severe clinical form. All innovative strategies to curb the burden should first focus on children which present the highest HRSV-related burden. ? 2018 The Authors. Influenza and Other Respiratory Viruses Published by John Wiley & Sons Ltd."
20,"Mergoni G., Percudani D., Lodi G., Bertani P., Manfredi M.",Prevalence of Candida Species in Endodontic Infections: Systematic Review and Meta-analysis,2018,Journal of Endodontics,10.1016/j.joen.2018.07.016,30241680,"Introduction: Candida in endodontic infections has been investigated in a large number of studies, but its role as an endodontic pathogen is still debatable. The aim of this study was to systematically review the literature on the prevalence of Candida species in root canal infections. Methods: Extensive literature research was performed in the most important electronic biomedical databases, and additional studies have been identified from references from relevant articles. Studies were critically appraised using a modified version of the Joanna Briggs Institute Critical Appraisal Checklist. Results: From 2225 unique records, 2118 were excluded on the basis of title and abstract. Of the remaining 107 studies, 50 were excluded after full-text review, and 57 were included for qualitative and quantitative analysis. The overall prevalence of Candida spp. in root canal infections was 8.20% (95% confidence interval, 5.56%–11.21%). Candida albicans was the most frequently isolated species. Significant heterogeneity among studies was observed (P &lt;.001, I2 = 86.07%). Subgroup analyses revealed a higher prevalence of Candida spp. from African samples. All studies considered, a high or unclear risk of bias was prevalent regarding 6 out of the 8 items considered in the critical appraisal. Conclusions: Candida spp. occurred in a small proportion of root canal infections. Further and better designed research is needed to investigate the real contribution of Candida spp. to the microbial ecology in infected root canals. ? 2018 American Association of Endodontists"
21,"Bian T., Shao H., Zhou Y., Huang Y., Song Y.",Tests for predicting reimplantation success of two-stage revision for periprosthetic joint infection: A systematic review and meta-analysis,2018,Orthopaedics and Traumatology: Surgery and Research,10.1016/j.otsr.2018.03.017,30030145,"Background: Several tests are used before reimplantation to detect persistent infection in patients with periprosthetic joint infection (PJI) undergoing two-stage revision. However, there is no consensus as to the optimal tests for excluding persistent infection or predicting successful reimplantation by stage. We aimed to determine the accuracy of different tests used to detect persistent infection after the first stage, and/or predicting failure following reimplantation in patients with PJI. Methods: We conducted a systematic review and meta-analysis of PubMed, Embase and the Cochrane Library databases. Two reviewers independently conducted quality assessments and data extractions to estimate pooled sensitivity and specificity, diagnostic odds ratio and area under the receiver operating characteristic curves (AUSROC) for each test. Results: We included 24 studies published between May 1999 and September 2017. Synovial fluid polymorphonuclear neutrophils (PMN)% had the highest sensitivity of 0.70, followed by serum erythrocyte sedimentation rate (0.57) and spacer sonication fluid culture (0.53). Synovial fluid culture had the highest specificity of 0.97, followed by frozen section (0.93) and the Musculoskeletal Infection Society criteria (0.92). Spacer sonication fluid culture was the most accurate test with an AUSROC of 0.8089, followed by synovial fluid culture (0.7749) and frozen section (0.7819). Discussion: Spacer sonication fluid culture had a relatively high diagnostic accuracy. We emphasize that no test can be used alone to exclude persistent infection beyond the first stage and/or predict failed reimplantation beyond the second stage. Level of evidence: II, systematic review and meta-analysis of level 2 to level 4 studies with inconsistent results. ? 2018 Elsevier Masson SAS"
22,"Sinha S.K., Sivasambu B., Yenokyan G., Crawford T.C., Chrispin J., Eagle K.A., Barth A.S., Rickard J.J., Spragg D.D., Vlay S.C., Berger R., Love C., Calkins H., Tomaselli G.F., Marine J.E.",Worldwide pacemaker and defibrillator reuse: Systematic review and meta-analysis of contemporary trials,2018,PACE - Pacing and Clinical Electrophysiology,10.1111/pace.13488,30191580,"Background: Patients go without pacemaker, defibrillator, and cardiac resynchronization therapies (devices) each year due to the prohibitive costs of devices. Objective: We sought to examine data available from studies regarding contemporary risks of reused devices in comparison with new devices. Methods: We searched online indexing sites to identify recent studies. Peer-reviewed manuscripts reporting infection, malfunction, premature battery depletion, and device-related death with reused devices were included. The primary study outcome was the composite risk of infection, malfunction, premature battery depletion, and death. Secondary outcomes were the individual risks. Results: Nine observational studies (published 2009–2017) were identified totaling 2,302 devices (2,017 pacemakers, 285 defibrillators). Five controlled trials were included in meta-analysis (2,114 devices; 1,258 new vs 856 reused). All device reuse protocols employed interrogation to confirm longevity and functionality, disinfectant therapy, and, usually, additional biocidal agents, packaging, and ethylene oxide gas sterilization. Demographic characteristics, indications for pacing, and median follow-up were similar. There were no device-related deaths reported and no statistically significant difference in risk between new versus reused devices for the primary outcome (2.23%?vs 3.86% respectively, P?=?0.807, odds ratio?=?0.76). There were no significant differences seen in the secondary outcomes for the individual risks of infection, malfunction, and premature battery depletion. Conclusions: Device reuse utilizing modern protocols did not significantly increase risk of infection, malfunction, premature battery depletion, or device-related death in observational studies. These data provide rationale for proceeding with a prospective multicenter noninferiority randomized control trial. ? 2018 Wiley Periodicals, Inc."
